entity_id;total_amount_of_triples;relative_amount_of_triples
8399;44;0.016%
7355;44;0.016%
6506;44;0.016%
9782;44;0.016%
8545;44;0.016%
4447;44;0.016%
7769;44;0.016%
2913;44;0.016%
8515;44;0.016%
1587;44;0.016%
9371;44;0.016%
10177;44;0.016%
5746;44;0.016%
12491;44;0.016%
12341;44;0.016%
11685;44;0.016%
2786;44;0.016%
968;44;0.016%
9650;44;0.016%
8816;44;0.016%
715;44;0.016%
9344;44;0.016%
11282;44;0.016%
11099;44;0.016%
510;44;0.016%
12767;44;0.016%
6215;44;0.016%
12260;44;0.016%
11303;44;0.016%
4504;44;0.016%
2908;44;0.016%
12413;44;0.016%
13318;44;0.016%
8006;44;0.016%
3031;44;0.016%
3675;44;0.016%
3218;44;0.016%
2743;44;0.016%
3486;44;0.016%
2417;44;0.016%
5508;44;0.016%
1047;44;0.016%
2935;44;0.016%
8849;44;0.016%
4499;44;0.016%
14233;44;0.016%
239;44;0.016%
7534;44;0.016%
1019;44;0.016%
9614;44;0.016%
13402;44;0.016%
13251;44;0.016%
2884;44;0.016%
11494;44;0.016%
9421;44;0.016%
12240;44;0.016%
10492;44;0.016%
5356;44;0.016%
9056;44;0.016%
2755;44;0.016%
7494;44;0.016%
13400;44;0.016%
3215;44;0.016%
4159;44;0.016%
8419;44;0.016%
9342;44;0.016%
2912;44;0.016%
8982;44;0.016%
9209;44;0.016%
3631;44;0.016%
2038;44;0.016%
1504;44;0.016%
11017;44;0.016%
3790;44;0.016%
6985;44;0.016%
9334;44;0.016%
4998;44;0.016%
1141;44;0.016%
4475;44;0.016%
8373;44;0.016%
1657;44;0.016%
9742;44;0.016%
5219;44;0.016%
6818;44;0.016%
6155;44;0.016%
10652;43;0.016%
10044;43;0.016%
2945;43;0.016%
3929;43;0.016%
9625;43;0.016%
7888;43;0.016%
13345;43;0.016%
14171;43;0.016%
11571;43;0.016%
8863;43;0.016%
1000;43;0.016%
8594;43;0.016%
13550;43;0.016%
11570;43;0.016%
8930;43;0.016%
9567;43;0.016%
7233;43;0.016%
5126;43;0.016%
1261;43;0.016%
5523;43;0.016%
1173;43;0.016%
10315;43;0.016%
10388;43;0.016%
7004;43;0.016%
1409;43;0.016%
2700;43;0.016%
14404;43;0.016%
2495;43;0.016%
12347;43;0.016%
8664;43;0.016%
121;43;0.016%
3483;43;0.016%
2391;43;0.016%
8658;43;0.016%
9498;43;0.016%
13173;43;0.016%
9947;43;0.016%
10755;43;0.016%
11450;43;0.016%
7227;43;0.016%
12930;43;0.016%
12512;43;0.016%
6519;43;0.016%
4562;43;0.016%
10060;43;0.016%
14217;43;0.016%
10200;43;0.016%
11152;43;0.016%
14493;43;0.016%
11893;43;0.016%
4510;43;0.016%
6536;43;0.016%
14468;43;0.016%
1591;43;0.016%
6189;43;0.016%
6361;43;0.016%
6388;43;0.016%
6864;43;0.016%
11585;43;0.016%
9394;43;0.016%
2407;43;0.016%
7552;43;0.016%
7326;43;0.016%
911;43;0.016%
9959;43;0.016%
7957;43;0.016%
591;43;0.016%
6280;43;0.016%
9746;43;0.016%
5976;43;0.016%
5056;43;0.016%
3368;43;0.016%
739;43;0.016%
6367;43;0.016%
553;43;0.016%
10643;43;0.016%
11757;43;0.016%
12019;43;0.016%
6471;43;0.016%
10737;43;0.016%
14133;43;0.016%
9131;43;0.016%
6019;43;0.016%
11299;43;0.016%
4420;43;0.016%
9849;43;0.016%
6641;43;0.016%
8757;43;0.016%
5418;43;0.016%
5417;43;0.016%
7400;43;0.016%
2613;43;0.016%
4036;43;0.016%
7241;43;0.016%
7631;43;0.016%
14146;43;0.016%
1771;43;0.016%
10854;43;0.016%
6995;43;0.016%
7399;43;0.016%
5244;43;0.016%
12362;43;0.016%
2618;43;0.016%
14093;42;0.015%
9168;42;0.015%
1877;42;0.015%
2060;42;0.015%
1540;42;0.015%
7844;42;0.015%
3731;42;0.015%
5777;42;0.015%
1610;42;0.015%
1244;42;0.015%
3446;42;0.015%
5858;42;0.015%
529;42;0.015%
9652;42;0.015%
5488;42;0.015%
1063;42;0.015%
14107;42;0.015%
2699;42;0.015%
5979;42;0.015%
8526;42;0.015%
9233;42;0.015%
4580;42;0.015%
7870;42;0.015%
9622;42;0.015%
10467;42;0.015%
9724;42;0.015%
9767;42;0.015%
3702;42;0.015%
8403;42;0.015%
2215;42;0.015%
12221;42;0.015%
13854;42;0.015%
2607;42;0.015%
13877;42;0.015%
7556;42;0.015%
1326;42;0.015%
8290;42;0.015%
5878;42;0.015%
2559;42;0.015%
12534;42;0.015%
11787;42;0.015%
3641;42;0.015%
2191;42;0.015%
14042;42;0.015%
2907;42;0.015%
8337;42;0.015%
6693;42;0.015%
14495;42;0.015%
7980;42;0.015%
13518;42;0.015%
5436;42;0.015%
106;42;0.015%
1116;42;0.015%
11656;42;0.015%
8391;42;0.015%
387;42;0.015%
897;42;0.015%
5234;42;0.015%
10293;42;0.015%
7527;42;0.015%
62;42;0.015%
1044;42;0.015%
12487;42;0.015%
640;42;0.015%
5758;42;0.015%
6474;42;0.015%
3990;42;0.015%
12312;42;0.015%
14371;42;0.015%
6609;42;0.015%
8386;42;0.015%
10193;42;0.015%
797;42;0.015%
3578;42;0.015%
5131;42;0.015%
2012;42;0.015%
8315;42;0.015%
2182;42;0.015%
10698;42;0.015%
13950;42;0.015%
8236;42;0.015%
7809;42;0.015%
1359;42;0.015%
6242;42;0.015%
12883;42;0.015%
8426;42;0.015%
11875;42;0.015%
7586;42;0.015%
2654;42;0.015%
12444;42;0.015%
10838;42;0.015%
9289;42;0.015%
9403;42;0.015%
8755;42;0.015%
2871;42;0.015%
11943;42;0.015%
7782;42;0.015%
1904;42;0.015%
87;42;0.015%
12848;42;0.015%
13331;42;0.015%
5329;42;0.015%
4912;42;0.015%
654;42;0.015%
4511;42;0.015%
4213;42;0.015%
8082;42;0.015%
9526;42;0.015%
9992;42;0.015%
11098;42;0.015%
3969;42;0.015%
2960;42;0.015%
13744;42;0.015%
743;42;0.015%
936;42;0.015%
1038;42;0.015%
5305;42;0.015%
1179;42;0.015%
13000;42;0.015%
10694;42;0.015%
10766;42;0.015%
6992;42;0.015%
7119;42;0.015%
11599;42;0.015%
5862;42;0.015%
13829;42;0.015%
507;42;0.015%
13965;42;0.015%
14246;41;0.015%
13616;41;0.015%
2132;41;0.015%
10705;41;0.015%
872;41;0.015%
12527;41;0.015%
9138;41;0.015%
14375;41;0.015%
1499;41;0.015%
11882;41;0.015%
11948;41;0.015%
9641;41;0.015%
3334;41;0.015%
13933;41;0.015%
10134;41;0.015%
30;41;0.015%
11395;41;0.015%
14408;41;0.015%
6608;41;0.015%
10423;41;0.015%
12194;41;0.015%
794;41;0.015%
2473;41;0.015%
2768;41;0.015%
6822;41;0.015%
5245;41;0.015%
3150;41;0.015%
12622;41;0.015%
14443;41;0.015%
1177;41;0.015%
13223;41;0.015%
3971;41;0.015%
6327;41;0.015%
2730;41;0.015%
8946;41;0.015%
13283;41;0.015%
4453;41;0.015%
12720;41;0.015%
5438;41;0.015%
1699;41;0.015%
1898;41;0.015%
12310;41;0.015%
5490;41;0.015%
10696;41;0.015%
1448;41;0.015%
11413;41;0.015%
10566;41;0.015%
6479;41;0.015%
14125;41;0.015%
11822;41;0.015%
3149;41;0.015%
4847;41;0.015%
1909;41;0.015%
10390;41;0.015%
13134;41;0.015%
8181;41;0.015%
4755;41;0.015%
1750;41;0.015%
6070;41;0.015%
8513;41;0.015%
7184;41;0.015%
1793;41;0.015%
1031;41;0.015%
5248;41;0.015%
1210;41;0.015%
389;41;0.015%
3033;41;0.015%
5588;41;0.015%
10757;41;0.015%
2796;41;0.015%
6617;41;0.015%
5141;41;0.015%
11747;41;0.015%
9449;41;0.015%
7649;41;0.015%
11315;41;0.015%
9142;41;0.015%
6422;41;0.015%
8538;41;0.015%
9187;41;0.015%
5262;41;0.015%
1243;41;0.015%
8205;41;0.015%
10824;41;0.015%
3670;41;0.015%
11439;41;0.015%
10788;41;0.015%
5830;41;0.015%
9173;41;0.015%
8719;41;0.015%
14047;41;0.015%
8197;41;0.015%
6036;41;0.015%
7282;41;0.015%
14010;41;0.015%
14033;41;0.015%
5335;41;0.015%
1464;41;0.015%
5938;41;0.015%
2448;41;0.015%
9438;41;0.015%
3866;41;0.015%
14086;41;0.015%
5284;41;0.015%
12034;41;0.015%
9038;41;0.015%
8683;41;0.015%
9519;41;0.015%
11852;41;0.015%
3586;41;0.015%
13265;41;0.015%
487;41;0.015%
9326;41;0.015%
9624;41;0.015%
3190;41;0.015%
5895;41;0.015%
12066;41;0.015%
270;41;0.015%
9267;41;0.015%
13056;41;0.015%
13353;41;0.015%
10941;41;0.015%
13675;41;0.015%
3161;41;0.015%
14277;41;0.015%
1077;41;0.015%
5249;41;0.015%
546;41;0.015%
6100;41;0.015%
3544;41;0.015%
7379;41;0.015%
5999;41;0.015%
5482;41;0.015%
8460;41;0.015%
14064;41;0.015%
42;40;0.015%
13719;40;0.015%
5985;40;0.015%
12984;40;0.015%
9613;40;0.015%
8940;40;0.015%
2606;40;0.015%
3668;40;0.015%
10501;40;0.015%
9050;40;0.015%
6375;40;0.015%
1214;40;0.015%
5686;40;0.015%
1149;40;0.015%
9055;40;0.015%
10546;40;0.015%
2166;40;0.015%
7836;40;0.015%
5268;40;0.015%
755;40;0.015%
7490;40;0.015%
9776;40;0.015%
13503;40;0.015%
2823;40;0.015%
6817;40;0.015%
2178;40;0.015%
8312;40;0.015%
2229;40;0.015%
3468;40;0.015%
2793;40;0.015%
10691;40;0.015%
4379;40;0.015%
1977;40;0.015%
4864;40;0.015%
1072;40;0.015%
3199;40;0.015%
13885;40;0.015%
4493;40;0.015%
1383;40;0.015%
5796;40;0.015%
5263;40;0.015%
9690;40;0.015%
9053;40;0.015%
14060;40;0.015%
9766;40;0.015%
1176;40;0.015%
12395;40;0.015%
116;40;0.015%
3163;40;0.015%
5468;40;0.015%
5996;40;0.015%
2393;40;0.015%
11808;40;0.015%
5236;40;0.015%
9831;40;0.015%
8090;40;0.015%
318;40;0.015%
105;40;0.015%
11988;40;0.015%
12370;40;0.015%
10775;40;0.015%
6657;40;0.015%
1694;40;0.015%
9510;40;0.015%
12802;40;0.015%
2426;40;0.015%
11885;40;0.015%
7643;40;0.015%
3642;40;0.015%
1309;40;0.015%
5246;40;0.015%
9833;40;0.015%
8941;40;0.015%
11146;40;0.015%
3508;40;0.015%
489;40;0.015%
4749;40;0.015%
4180;40;0.015%
1759;40;0.015%
6892;40;0.015%
2632;40;0.015%
5407;40;0.015%
12482;40;0.015%
5637;40;0.015%
11347;40;0.015%
310;40;0.015%
8211;40;0.015%
358;40;0.015%
1226;40;0.015%
2679;40;0.015%
9668;40;0.015%
1189;40;0.015%
2126;40;0.015%
5870;40;0.015%
5710;40;0.015%
11394;40;0.015%
12006;40;0.015%
8595;40;0.015%
10005;40;0.015%
8909;40;0.015%
11379;40;0.015%
6013;40;0.015%
2929;40;0.015%
746;40;0.015%
4803;40;0.015%
7867;40;0.015%
13123;40;0.015%
2472;40;0.015%
7363;40;0.015%
13664;40;0.015%
9807;40;0.015%
5414;40;0.015%
9533;40;0.015%
4252;40;0.015%
3370;40;0.015%
1338;40;0.015%
6445;40;0.015%
3233;40;0.015%
3354;40;0.015%
10307;40;0.015%
7364;40;0.015%
14191;40;0.015%
6202;40;0.015%
7458;40;0.015%
10839;40;0.015%
12101;40;0.015%
5485;40;0.015%
5743;40;0.015%
8570;40;0.015%
3596;40;0.015%
7790;40;0.015%
162;40;0.015%
13660;40;0.015%
5711;40;0.015%
3079;40;0.015%
9164;40;0.015%
8871;40;0.015%
13580;40;0.015%
1279;40;0.015%
12360;40;0.015%
8189;40;0.015%
11064;39;0.014%
1182;39;0.014%
6441;39;0.014%
9466;39;0.014%
7295;39;0.014%
2387;39;0.014%
14203;39;0.014%
2410;39;0.014%
11736;39;0.014%
9415;39;0.014%
9274;39;0.014%
10866;39;0.014%
3252;39;0.014%
9136;39;0.014%
6819;39;0.014%
1572;39;0.014%
10488;39;0.014%
7402;39;0.014%
8711;39;0.014%
5742;39;0.014%
3644;39;0.014%
8476;39;0.014%
6839;39;0.014%
2548;39;0.014%
6691;39;0.014%
6660;39;0.014%
14248;39;0.014%
11079;39;0.014%
11360;39;0.014%
4391;39;0.014%
3162;39;0.014%
5281;39;0.014%
5292;39;0.014%
2244;39;0.014%
6031;39;0.014%
427;39;0.014%
5532;39;0.014%
8810;39;0.014%
4392;39;0.014%
1084;39;0.014%
2551;39;0.014%
1242;39;0.014%
5918;39;0.014%
6573;39;0.014%
14455;39;0.014%
5738;39;0.014%
4418;39;0.014%
4450;39;0.014%
432;39;0.014%
8079;39;0.014%
2121;39;0.014%
10895;39;0.014%
1835;39;0.014%
6379;39;0.014%
8292;39;0.014%
9581;39;0.014%
11901;39;0.014%
13874;39;0.014%
12928;39;0.014%
6690;39;0.014%
7488;39;0.014%
11545;39;0.014%
8122;39;0.014%
6331;39;0.014%
5986;39;0.014%
12008;39;0.014%
13780;39;0.014%
13669;39;0.014%
607;39;0.014%
7304;39;0.014%
12991;39;0.014%
8091;39;0.014%
11224;39;0.014%
7429;39;0.014%
12459;39;0.014%
115;39;0.014%
12128;39;0.014%
14032;39;0.014%
14038;39;0.014%
10162;39;0.014%
14054;39;0.014%
374;39;0.014%
11109;39;0.014%
4587;39;0.014%
13200;39;0.014%
7469;39;0.014%
10398;39;0.014%
11054;39;0.014%
9400;39;0.014%
4175;39;0.014%
13298;39;0.014%
1138;39;0.014%
8153;39;0.014%
8402;39;0.014%
8800;39;0.014%
635;39;0.014%
3442;39;0.014%
8632;39;0.014%
6270;39;0.014%
12377;39;0.014%
2039;39;0.014%
2723;39;0.014%
13263;39;0.014%
5577;39;0.014%
12772;39;0.014%
2330;39;0.014%
459;39;0.014%
8796;39;0.014%
12458;39;0.014%
13040;39;0.014%
1478;39;0.014%
13022;39;0.014%
8912;39;0.014%
5435;39;0.014%
11830;39;0.014%
11133;39;0.014%
9769;39;0.014%
2710;39;0.014%
7520;39;0.014%
11063;39;0.014%
3282;39;0.014%
1981;39;0.014%
543;39;0.014%
3585;39;0.014%
1144;39;0.014%
2262;39;0.014%
5923;39;0.014%
335;39;0.014%
8140;39;0.014%
12028;39;0.014%
13852;39;0.014%
2576;39;0.014%
5813;39;0.014%
13800;39;0.014%
6731;39;0.014%
1623;39;0.014%
9619;39;0.014%
3469;39;0.014%
2817;39;0.014%
2153;39;0.014%
5876;39;0.014%
278;39;0.014%
619;39;0.014%
4027;39;0.014%
683;39;0.014%
11457;39;0.014%
740;39;0.014%
4993;39;0.014%
9607;39;0.014%
5864;39;0.014%
12924;39;0.014%
13045;39;0.014%
1005;39;0.014%
12898;39;0.014%
4486;39;0.014%
13161;39;0.014%
13890;38;0.014%
7287;38;0.014%
2584;38;0.014%
10865;38;0.014%
5333;38;0.014%
6262;38;0.014%
4172;38;0.014%
11952;38;0.014%
2004;38;0.014%
1660;38;0.014%
4501;38;0.014%
9689;38;0.014%
1874;38;0.014%
11984;38;0.014%
10714;38;0.014%
8225;38;0.014%
12766;38;0.014%
11260;38;0.014%
12840;38;0.014%
2631;38;0.014%
10729;38;0.014%
914;38;0.014%
12442;38;0.014%
2624;38;0.014%
1629;38;0.014%
7717;38;0.014%
696;38;0.014%
10262;38;0.014%
5337;38;0.014%
13810;38;0.014%
1994;38;0.014%
10116;38;0.014%
3168;38;0.014%
14231;38;0.014%
1236;38;0.014%
1001;38;0.014%
3335;38;0.014%
7072;38;0.014%
5524;38;0.014%
7596;38;0.014%
10508;38;0.014%
2953;38;0.014%
3021;38;0.014%
5059;38;0.014%
7496;38;0.014%
10317;38;0.014%
10189;38;0.014%
2169;38;0.014%
3719;38;0.014%
2698;38;0.014%
1721;38;0.014%
7237;38;0.014%
9487;38;0.014%
2434;38;0.014%
9673;38;0.014%
1164;38;0.014%
4449;38;0.014%
8446;38;0.014%
14165;38;0.014%
12515;38;0.014%
8732;38;0.014%
13723;38;0.014%
5001;38;0.014%
6003;38;0.014%
11423;38;0.014%
166;38;0.014%
11810;38;0.014%
3089;38;0.014%
11327;38;0.014%
9649;38;0.014%
13516;38;0.014%
14137;38;0.014%
5789;38;0.014%
8948;38;0.014%
11723;38;0.014%
4249;38;0.014%
6266;38;0.014%
5962;38;0.014%
7313;38;0.014%
1066;38;0.014%
347;38;0.014%
5003;38;0.014%
639;38;0.014%
8388;38;0.014%
14433;38;0.014%
1676;38;0.014%
5942;38;0.014%
4052;38;0.014%
11229;38;0.014%
12907;38;0.014%
402;38;0.014%
8208;38;0.014%
3207;38;0.014%
2633;38;0.014%
8917;38;0.014%
11018;38;0.014%
12348;38;0.014%
14528;38;0.014%
9110;38;0.014%
7824;38;0.014%
10551;38;0.014%
3511;38;0.014%
1562;38;0.014%
3643;38;0.014%
10867;38;0.014%
7401;38;0.014%
3302;38;0.014%
5012;38;0.014%
14272;38;0.014%
7700;38;0.014%
12878;38;0.014%
753;38;0.014%
3681;38;0.014%
11683;38;0.014%
13869;38;0.014%
9602;38;0.014%
7468;38;0.014%
12601;38;0.014%
1574;38;0.014%
9162;38;0.014%
7149;38;0.014%
7328;38;0.014%
14177;38;0.014%
6661;38;0.014%
6916;38;0.014%
12105;38;0.014%
1131;38;0.014%
9425;38;0.014%
1134;38;0.014%
359;38;0.014%
6648;38;0.014%
485;38;0.014%
9604;38;0.014%
3825;38;0.014%
1422;38;0.014%
6383;38;0.014%
10830;38;0.014%
627;38;0.014%
9723;38;0.014%
7339;38;0.014%
11061;38;0.014%
10164;38;0.014%
10355;38;0.014%
1795;38;0.014%
14265;38;0.014%
9982;38;0.014%
12714;38;0.014%
9482;38;0.014%
11467;38;0.014%
7502;38;0.014%
5050;38;0.014%
7699;38;0.014%
5253;38;0.014%
7334;38;0.014%
1754;38;0.014%
6638;38;0.014%
9648;38;0.014%
14283;37;0.014%
11516;37;0.014%
9621;37;0.014%
10221;37;0.014%
10091;37;0.014%
431;37;0.014%
12860;37;0.014%
3010;37;0.014%
2774;37;0.014%
8736;37;0.014%
8754;37;0.014%
7781;37;0.014%
1643;37;0.014%
2302;37;0.014%
14135;37;0.014%
3553;37;0.014%
12400;37;0.014%
8785;37;0.014%
1364;37;0.014%
14461;37;0.014%
1312;37;0.014%
14239;37;0.014%
1869;37;0.014%
1624;37;0.014%
8166;37;0.014%
12845;37;0.014%
2452;37;0.014%
972;37;0.014%
14098;37;0.014%
10194;37;0.014%
7135;37;0.014%
9207;37;0.014%
6259;37;0.014%
3572;37;0.014%
10522;37;0.014%
25;37;0.014%
5397;37;0.014%
1246;37;0.014%
10259;37;0.014%
5912;37;0.014%
5403;37;0.014%
13628;37;0.014%
9907;37;0.014%
10927;37;0.014%
4170;37;0.014%
4436;37;0.014%
8826;37;0.014%
8259;37;0.014%
1716;37;0.014%
3072;37;0.014%
12135;37;0.014%
6073;37;0.014%
7561;37;0.014%
8710;37;0.014%
8723;37;0.014%
11176;37;0.014%
9133;37;0.014%
2026;37;0.014%
3210;37;0.014%
4483;37;0.014%
14139;37;0.014%
13505;37;0.014%
10161;37;0.014%
5104;37;0.014%
4487;37;0.014%
14435;37;0.014%
7025;37;0.014%
2468;37;0.014%
8951;37;0.014%
8739;37;0.014%
313;37;0.014%
2403;37;0.014%
11541;37;0.014%
7447;37;0.014%
14147;37;0.014%
7641;37;0.014%
14192;37;0.014%
13227;37;0.014%
12530;37;0.014%
10061;37;0.014%
8248;37;0.014%
8797;37;0.014%
7588;37;0.014%
2776;37;0.014%
3187;37;0.014%
6772;37;0.014%
6435;37;0.014%
1262;37;0.014%
12031;37;0.014%
9949;37;0.014%
13162;37;0.014%
11161;37;0.014%
6231;37;0.014%
8839;37;0.014%
12606;37;0.014%
12954;37;0.014%
1222;37;0.014%
8571;37;0.014%
892;37;0.014%
7786;37;0.014%
12788;37;0.014%
1263;37;0.014%
9112;37;0.014%
12280;37;0.014%
1186;37;0.014%
6423;37;0.014%
7372;37;0.014%
3464;37;0.014%
13736;37;0.014%
4625;37;0.014%
645;37;0.014%
9787;37;0.014%
3881;37;0.014%
2845;37;0.014%
12736;37;0.014%
11182;37;0.014%
7787;37;0.014%
2575;37;0.014%
4939;37;0.014%
7297;37;0.014%
6582;37;0.014%
5729;37;0.014%
1342;37;0.014%
9203;37;0.014%
665;37;0.014%
3660;37;0.014%
1258;37;0.014%
6525;37;0.014%
10491;37;0.014%
1221;37;0.014%
9244;37;0.014%
10465;37;0.014%
3597;37;0.014%
13519;37;0.014%
10605;37;0.014%
13104;37;0.014%
12454;37;0.014%
2815;37;0.014%
6614;37;0.014%
14256;37;0.014%
5411;37;0.014%
12925;37;0.014%
12489;37;0.014%
10407;37;0.014%
3044;37;0.014%
5299;37;0.014%
11274;37;0.014%
8565;37;0.014%
10717;37;0.014%
10637;37;0.014%
5715;37;0.014%
6635;37;0.014%
14356;37;0.014%
5134;37;0.014%
12988;37;0.014%
8104;37;0.014%
9681;37;0.014%
10720;37;0.014%
1976;37;0.014%
1395;37;0.014%
9698;37;0.014%
9095;37;0.014%
6033;37;0.014%
3714;37;0.014%
10402;37;0.014%
11068;37;0.014%
14288;37;0.014%
14354;37;0.014%
2976;37;0.014%
12241;37;0.014%
1195;37;0.014%
12033;37;0.014%
81;36;0.013%
5584;36;0.013%
8947;36;0.013%
13359;36;0.013%
1393;36;0.013%
1978;36;0.013%
2282;36;0.013%
8505;36;0.013%
885;36;0.013%
7066;36;0.013%
2159;36;0.013%
5785;36;0.013%
10318;36;0.013%
182;36;0.013%
2043;36;0.013%
4646;36;0.013%
4003;36;0.013%
8226;36;0.013%
13707;36;0.013%
1455;36;0.013%
5781;36;0.013%
6896;36;0.013%
8882;36;0.013%
12170;36;0.013%
13883;36;0.013%
11588;36;0.013%
3300;36;0.013%
7857;36;0.013%
5972;36;0.013%
6049;36;0.013%
12713;36;0.013%
5339;36;0.013%
7585;36;0.013%
12592;36;0.013%
13412;36;0.013%
6481;36;0.013%
10673;36;0.013%
8900;36;0.013%
12123;36;0.013%
246;36;0.013%
12433;36;0.013%
9974;36;0.013%
5371;36;0.013%
1536;36;0.013%
9029;36;0.013%
6640;36;0.013%
29;36;0.013%
13422;36;0.013%
8728;36;0.013%
8993;36;0.013%
4463;36;0.013%
226;36;0.013%
976;36;0.013%
1241;36;0.013%
327;36;0.013%
6816;36;0.013%
5309;36;0.013%
1080;36;0.013%
8113;36;0.013%
12769;36;0.013%
14077;36;0.013%
8901;36;0.013%
6684;36;0.013%
13875;36;0.013%
8581;36;0.013%
7602;36;0.013%
258;36;0.013%
14486;36;0.013%
14173;36;0.013%
11192;36;0.013%
1766;36;0.013%
8525;36;0.013%
4389;36;0.013%
1307;36;0.013%
8524;36;0.013%
1686;36;0.013%
6631;36;0.013%
11200;36;0.013%
653;36;0.013%
10747;36;0.013%
5919;36;0.013%
7284;36;0.013%
5460;36;0.013%
10780;36;0.013%
9790;36;0.013%
7419;36;0.013%
13398;36;0.013%
12450;36;0.013%
9347;36;0.013%
5994;36;0.013%
12495;36;0.013%
8887;36;0.013%
2898;36;0.013%
7789;36;0.013%
10130;36;0.013%
12488;36;0.013%
8778;36;0.013%
12349;36;0.013%
9556;36;0.013%
6351;36;0.013%
11508;36;0.013%
8708;36;0.013%
4938;36;0.013%
5087;36;0.013%
5591;36;0.013%
398;36;0.013%
3628;36;0.013%
12739;36;0.013%
12516;36;0.013%
12858;36;0.013%
4588;36;0.013%
10734;36;0.013%
7083;36;0.013%
7397;36;0.013%
11498;36;0.013%
133;36;0.013%
5877;36;0.013%
10739;36;0.013%
7785;36;0.013%
3812;36;0.013%
11829;36;0.013%
3220;36;0.013%
8670;36;0.013%
959;36;0.013%
10486;36;0.013%
10424;36;0.013%
873;36;0.013%
3758;36;0.013%
273;36;0.013%
5233;36;0.013%
10567;36;0.013%
13972;36;0.013%
13672;36;0.013%
6612;36;0.013%
7030;36;0.013%
1498;36;0.013%
13097;36;0.013%
1649;36;0.013%
6949;36;0.013%
723;36;0.013%
14434;36;0.013%
6418;36;0.013%
3697;36;0.013%
14471;36;0.013%
11985;36;0.013%
1602;36;0.013%
6696;36;0.013%
8084;36;0.013%
7814;36;0.013%
8347;36;0.013%
6065;36;0.013%
1424;36;0.013%
4407;36;0.013%
12311;36;0.013%
1828;36;0.013%
6005;36;0.013%
12393;36;0.013%
5997;36;0.013%
7691;36;0.013%
889;36;0.013%
13222;36;0.013%
2070;36;0.013%
3305;36;0.013%
2977;36;0.013%
10037;36;0.013%
14487;36;0.013%
7231;36;0.013%
10232;36;0.013%
14378;36;0.013%
880;36;0.013%
4762;36;0.013%
13884;36;0.013%
2966;36;0.013%
5633;36;0.013%
5740;36;0.013%
11972;36;0.013%
11175;36;0.013%
8902;36;0.013%
4869;36;0.013%
11576;36;0.013%
11959;36;0.013%
8085;35;0.013%
5911;35;0.013%
1849;35;0.013%
3798;35;0.013%
302;35;0.013%
773;35;0.013%
1860;35;0.013%
12182;35;0.013%
2305;35;0.013%
662;35;0.013%
8348;35;0.013%
7382;35;0.013%
3728;35;0.013%
12367;35;0.013%
1349;35;0.013%
9295;35;0.013%
6947;35;0.013%
9599;35;0.013%
3313;35;0.013%
1775;35;0.013%
12834;35;0.013%
4792;35;0.013%
1271;35;0.013%
10763;35;0.013%
6268;35;0.013%
11392;35;0.013%
2971;35;0.013%
11348;35;0.013%
13073;35;0.013%
9258;35;0.013%
5943;35;0.013%
7279;35;0.013%
12822;35;0.013%
6489;35;0.013%
13225;35;0.013%
11756;35;0.013%
1272;35;0.013%
3284;35;0.013%
13099;35;0.013%
13254;35;0.013%
8324;35;0.013%
10520;35;0.013%
6628;35;0.013%
1653;35;0.013%
907;35;0.013%
202;35;0.013%
10588;35;0.013%
2642;35;0.013%
8070;35;0.013%
7687;35;0.013%
8892;35;0.013%
10438;35;0.013%
8151;35;0.013%
11223;35;0.013%
12041;35;0.013%
10329;35;0.013%
9345;35;0.013%
2550;35;0.013%
12056;35;0.013%
6261;35;0.013%
3701;35;0.013%
6110;35;0.013%
13930;35;0.013%
1034;35;0.013%
8989;35;0.013%
4438;35;0.013%
3696;35;0.013%
9707;35;0.013%
12483;35;0.013%
130;35;0.013%
3706;35;0.013%
13569;35;0.013%
9660;35;0.013%
9736;35;0.013%
2015;35;0.013%
11670;35;0.013%
12091;35;0.013%
9179;35;0.013%
11277;35;0.013%
4187;35;0.013%
3465;35;0.013%
6349;35;0.013%
14051;35;0.013%
3595;35;0.013%
5230;35;0.013%
7584;35;0.013%
12014;35;0.013%
6357;35;0.013%
10627;35;0.013%
67;35;0.013%
1549;35;0.013%
11055;35;0.013%
5006;35;0.013%
3783;35;0.013%
1048;35;0.013%
5840;35;0.013%
3686;35;0.013%
5433;35;0.013%
10584;35;0.013%
4873;35;0.013%
6455;35;0.013%
10339;35;0.013%
9023;35;0.013%
8707;35;0.013%
13686;35;0.013%
9336;35;0.013%
536;35;0.013%
5496;35;0.013%
6394;35;0.013%
14244;35;0.013%
8656;35;0.013%
5762;35;0.013%
7590;35;0.013%
1245;35;0.013%
13374;35;0.013%
13299;35;0.013%
3293;35;0.013%
11638;35;0.013%
13657;35;0.013%
10595;35;0.013%
4538;35;0.013%
12833;35;0.013%
6022;35;0.013%
1323;35;0.013%
2497;35;0.013%
8173;35;0.013%
9402;35;0.013%
9148;35;0.013%
1260;35;0.013%
5480;35;0.013%
12771;35;0.013%
7526;35;0.013%
12514;35;0.013%
1306;35;0.013%
11630;35;0.013%
7422;35;0.013%
13827;35;0.013%
11306;35;0.013%
2046;35;0.013%
11605;35;0.013%
7541;35;0.013%
3543;35;0.013%
7144;35;0.013%
2016;35;0.013%
8981;35;0.013%
7637;35;0.013%
1033;35;0.013%
10475;35;0.013%
