entity_id;total_amount_of_triples;relative_amount_of_triples
14535;74;0.015%
8125;74;0.015%
9266;74;0.015%
12156;74;0.015%
13775;74;0.015%
12889;74;0.015%
2836;74;0.015%
13931;74;0.015%
5744;74;0.015%
14903;74;0.015%
119;74;0.015%
1273;74;0.015%
7972;74;0.015%
2371;74;0.015%
13998;74;0.015%
3999;74;0.015%
11121;74;0.015%
2418;74;0.015%
12062;74;0.015%
10642;74;0.015%
14867;74;0.015%
8706;74;0.015%
253;74;0.015%
880;74;0.015%
10284;74;0.015%
13977;74;0.015%
12391;74;0.015%
9929;74;0.015%
10466;74;0.015%
392;74;0.015%
2343;74;0.015%
1948;74;0.015%
14268;74;0.015%
2150;74;0.015%
4918;74;0.015%
1376;74;0.015%
512;74;0.015%
8029;74;0.015%
14812;74;0.015%
3259;74;0.015%
1615;74;0.015%
6471;74;0.015%
14645;74;0.015%
7382;74;0.015%
8000;74;0.015%
7039;74;0.015%
8494;74;0.015%
11701;74;0.015%
8580;74;0.015%
11508;74;0.015%
8108;74;0.015%
3179;74;0.015%
3628;74;0.015%
1935;74;0.015%
1547;74;0.015%
3088;74;0.015%
14310;74;0.015%
10214;74;0.015%
9066;74;0.015%
13034;74;0.015%
3692;74;0.015%
68;74;0.015%
9667;74;0.015%
7473;74;0.015%
1630;74;0.015%
4919;74;0.015%
7148;74;0.015%
13825;74;0.015%
8318;74;0.015%
6598;74;0.015%
3230;74;0.015%
10927;74;0.015%
2177;74;0.015%
6339;74;0.015%
11885;74;0.015%
14627;73;0.015%
7808;73;0.015%
79;73;0.015%
13740;73;0.015%
12550;73;0.015%
4612;73;0.015%
6754;73;0.015%
13945;73;0.015%
6100;73;0.015%
6253;73;0.015%
12054;73;0.015%
14431;73;0.015%
7669;73;0.015%
5728;73;0.015%
5799;73;0.015%
11719;73;0.015%
2815;73;0.015%
8021;73;0.015%
11006;73;0.015%
8693;73;0.015%
2097;73;0.015%
3678;73;0.015%
6518;73;0.015%
5894;73;0.015%
5755;73;0.015%
12477;73;0.015%
6632;73;0.015%
10790;73;0.015%
1006;73;0.015%
1612;73;0.015%
13444;73;0.015%
9357;73;0.015%
4956;73;0.015%
6486;73;0.015%
8691;73;0.015%
8510;73;0.015%
3323;73;0.015%
3461;73;0.015%
14641;73;0.015%
11985;73;0.015%
3378;73;0.015%
2662;73;0.015%
6025;73;0.015%
635;73;0.015%
11410;73;0.015%
6402;73;0.015%
5366;73;0.015%
5961;73;0.015%
5457;73;0.015%
11793;73;0.015%
11048;73;0.015%
10571;73;0.015%
5822;73;0.015%
1840;73;0.015%
9686;73;0.015%
8045;73;0.015%
13405;73;0.015%
5707;73;0.015%
10915;73;0.015%
14316;73;0.015%
7965;73;0.015%
14192;73;0.015%
11497;73;0.015%
5974;73;0.015%
11351;73;0.015%
9436;73;0.015%
4298;73;0.015%
5876;73;0.015%
14730;73;0.015%
3759;73;0.015%
242;73;0.015%
5449;73;0.015%
8738;73;0.015%
12759;73;0.015%
4317;73;0.015%
5690;73;0.015%
4015;73;0.015%
7136;73;0.015%
7101;73;0.015%
952;73;0.015%
1268;72;0.015%
14170;72;0.015%
11417;72;0.015%
12074;72;0.015%
10220;72;0.015%
11811;72;0.015%
2680;72;0.015%
9269;72;0.015%
1633;72;0.015%
2435;72;0.015%
10125;72;0.015%
9522;72;0.015%
10744;72;0.015%
6481;72;0.015%
11880;72;0.015%
148;72;0.015%
11910;72;0.015%
8244;72;0.015%
2374;72;0.015%
289;72;0.015%
4382;72;0.015%
11022;72;0.015%
3123;72;0.015%
13815;72;0.015%
10363;72;0.015%
14625;72;0.015%
44;72;0.015%
11726;72;0.015%
11905;72;0.015%
8399;72;0.015%
2300;72;0.015%
4882;72;0.015%
14651;72;0.015%
261;72;0.015%
7934;72;0.015%
13278;72;0.015%
12652;72;0.015%
6511;72;0.015%
12800;72;0.015%
207;72;0.015%
8172;72;0.015%
9371;72;0.015%
11416;72;0.015%
1454;72;0.015%
5512;72;0.015%
4380;72;0.015%
1285;72;0.015%
1757;72;0.015%
10961;72;0.015%
3644;72;0.015%
6978;72;0.015%
14802;72;0.015%
1343;72;0.015%
3401;72;0.015%
9934;72;0.015%
692;72;0.015%
7004;72;0.015%
8628;72;0.015%
12206;72;0.015%
6817;72;0.015%
6453;72;0.015%
10672;72;0.015%
14418;72;0.015%
12247;72;0.015%
8004;72;0.015%
299;72;0.015%
4689;72;0.015%
5601;72;0.015%
11970;72;0.015%
8641;72;0.015%
8931;72;0.015%
13247;72;0.015%
13028;72;0.015%
13027;72;0.015%
6810;72;0.015%
8776;72;0.015%
1118;72;0.015%
14798;72;0.015%
758;72;0.015%
13109;72;0.015%
7415;72;0.015%
13899;72;0.015%
12027;72;0.015%
11772;72;0.015%
1593;72;0.015%
7086;72;0.015%
9931;72;0.015%
712;72;0.015%
8648;72;0.015%
14913;72;0.015%
12871;72;0.015%
14854;72;0.015%
3656;72;0.015%
8214;72;0.015%
11686;71;0.015%
2990;71;0.015%
12116;71;0.015%
4926;71;0.015%
1394;71;0.015%
4945;71;0.015%
13721;71;0.015%
7200;71;0.015%
13457;71;0.015%
9314;71;0.015%
14278;71;0.015%
12846;71;0.015%
10286;71;0.015%
5034;71;0.015%
3033;71;0.015%
5574;71;0.015%
12766;71;0.015%
13626;71;0.015%
11570;71;0.015%
14546;71;0.015%
5704;71;0.015%
11981;71;0.015%
12323;71;0.015%
4073;71;0.015%
298;71;0.015%
7573;71;0.015%
13549;71;0.015%
10374;71;0.015%
5011;71;0.015%
595;71;0.015%
14051;71;0.015%
13999;71;0.015%
1771;71;0.015%
14565;71;0.015%
1534;71;0.015%
787;71;0.015%
7059;71;0.015%
1626;71;0.015%
9403;71;0.015%
11715;71;0.015%
1618;71;0.015%
5902;71;0.015%
9933;71;0.015%
9240;71;0.015%
2403;71;0.015%
9713;71;0.015%
7310;71;0.015%
4133;71;0.015%
9558;71;0.015%
10378;71;0.015%
474;71;0.015%
5009;71;0.015%
13603;71;0.015%
13119;71;0.015%
4985;71;0.015%
11262;71;0.015%
5491;71;0.015%
9524;71;0.015%
14752;71;0.015%
10568;71;0.015%
5709;71;0.015%
5196;71;0.015%
489;71;0.015%
11197;71;0.015%
11579;71;0.015%
14889;71;0.015%
14922;71;0.015%
11777;71;0.015%
8111;71;0.015%
14301;71;0.015%
5325;71;0.015%
13868;71;0.015%
14624;71;0.015%
14530;71;0.015%
6881;71;0.015%
6305;71;0.015%
14497;71;0.015%
1324;71;0.015%
6899;71;0.015%
11226;71;0.015%
9486;71;0.015%
11240;71;0.015%
12643;71;0.015%
12776;71;0.015%
14050;71;0.015%
3029;71;0.015%
1580;71;0.015%
277;70;0.014%
10234;70;0.014%
1949;70;0.014%
115;70;0.014%
2454;70;0.014%
2789;70;0.014%
13773;70;0.014%
10922;70;0.014%
4428;70;0.014%
9053;70;0.014%
14247;70;0.014%
6523;70;0.014%
11770;70;0.014%
5812;70;0.014%
4903;70;0.014%
8391;70;0.014%
9804;70;0.014%
6377;70;0.014%
6961;70;0.014%
8142;70;0.014%
9120;70;0.014%
12891;70;0.014%
2369;70;0.014%
11119;70;0.014%
2386;70;0.014%
13200;70;0.014%
2575;70;0.014%
7981;70;0.014%
3400;70;0.014%
13770;70;0.014%
5705;70;0.014%
12554;70;0.014%
8865;70;0.014%
7639;70;0.014%
10431;70;0.014%
5975;70;0.014%
8629;70;0.014%
709;70;0.014%
691;70;0.014%
4822;70;0.014%
11918;70;0.014%
369;70;0.014%
1987;70;0.014%
11444;70;0.014%
3804;70;0.014%
5941;70;0.014%
679;70;0.014%
1347;70;0.014%
11625;70;0.014%
255;70;0.014%
4072;70;0.014%
710;70;0.014%
8191;70;0.014%
2995;70;0.014%
9554;70;0.014%
9305;70;0.014%
5703;70;0.014%
11057;70;0.014%
3490;70;0.014%
1263;70;0.014%
807;70;0.014%
8815;70;0.014%
1680;70;0.014%
9072;70;0.014%
10244;70;0.014%
13620;70;0.014%
4927;70;0.014%
2327;70;0.014%
4931;70;0.014%
12049;70;0.014%
14458;70;0.014%
7720;70;0.014%
13133;70;0.014%
6870;70;0.014%
1434;70;0.014%
239;70;0.014%
5424;70;0.014%
12101;70;0.014%
6844;70;0.014%
2730;70;0.014%
6315;70;0.014%
10584;70;0.014%
14187;70;0.014%
11665;70;0.014%
1508;70;0.014%
935;70;0.014%
9360;70;0.014%
5202;70;0.014%
12002;70;0.014%
9401;70;0.014%
13248;70;0.014%
13464;70;0.014%
5995;70;0.014%
12334;70;0.014%
3548;70;0.014%
10013;70;0.014%
1996;70;0.014%
11833;70;0.014%
665;70;0.014%
683;70;0.014%
12705;70;0.014%
11114;70;0.014%
4016;70;0.014%
1719;70;0.014%
11660;70;0.014%
10488;70;0.014%
3822;70;0.014%
9826;70;0.014%
6346;70;0.014%
2214;70;0.014%
7924;70;0.014%
11634;70;0.014%
12572;70;0.014%
10199;70;0.014%
1690;69;0.014%
1768;69;0.014%
9677;69;0.014%
7738;69;0.014%
8137;69;0.014%
13975;69;0.014%
1447;69;0.014%
9440;69;0.014%
2396;69;0.014%
14472;69;0.014%
6903;69;0.014%
13076;69;0.014%
7186;69;0.014%
4402;69;0.014%
1519;69;0.014%
11362;69;0.014%
12683;69;0.014%
11115;69;0.014%
751;69;0.014%
3703;69;0.014%
11881;69;0.014%
9889;69;0.014%
11399;69;0.014%
3982;69;0.014%
14561;69;0.014%
7525;69;0.014%
6156;69;0.014%
11670;69;0.014%
7069;69;0.014%
7885;69;0.014%
8271;69;0.014%
7102;69;0.014%
2854;69;0.014%
7188;69;0.014%
3368;69;0.014%
8616;69;0.014%
953;69;0.014%
2901;69;0.014%
14191;69;0.014%
293;69;0.014%
13921;69;0.014%
13497;69;0.014%
8416;69;0.014%
9002;69;0.014%
4861;69;0.014%
5956;69;0.014%
3107;69;0.014%
3184;69;0.014%
14670;69;0.014%
12476;69;0.014%
3228;69;0.014%
14908;69;0.014%
9827;69;0.014%
12767;69;0.014%
14242;69;0.014%
14531;69;0.014%
1716;69;0.014%
9744;69;0.014%
840;69;0.014%
6554;69;0.014%
6415;69;0.014%
1556;69;0.014%
9282;69;0.014%
659;69;0.014%
8814;69;0.014%
118;69;0.014%
1015;69;0.014%
14244;69;0.014%
5652;69;0.014%
14880;69;0.014%
14100;69;0.014%
154;69;0.014%
6905;69;0.014%
13783;69;0.014%
1783;69;0.014%
3104;69;0.014%
5461;69;0.014%
7414;69;0.014%
1416;69;0.014%
4269;69;0.014%
13935;69;0.014%
9176;69;0.014%
5596;69;0.014%
414;69;0.014%
5871;69;0.014%
1594;69;0.014%
10959;69;0.014%
1681;69;0.014%
13633;69;0.014%
3298;69;0.014%
14119;69;0.014%
11415;69;0.014%
922;69;0.014%
9781;69;0.014%
5945;69;0.014%
8890;69;0.014%
12159;69;0.014%
14567;69;0.014%
11493;69;0.014%
6960;69;0.014%
10232;69;0.014%
2422;69;0.014%
14590;69;0.014%
1150;69;0.014%
9189;69;0.014%
11986;69;0.014%
6043;68;0.014%
13212;68;0.014%
9749;68;0.014%
2036;68;0.014%
2071;68;0.014%
11722;68;0.014%
12402;68;0.014%
3760;68;0.014%
437;68;0.014%
8889;68;0.014%
12657;68;0.014%
14578;68;0.014%
4161;68;0.014%
13582;68;0.014%
4283;68;0.014%
9275;68;0.014%
3186;68;0.014%
13762;68;0.014%
10193;68;0.014%
10267;68;0.014%
12795;68;0.014%
3325;68;0.014%
2030;68;0.014%
6940;68;0.014%
11935;68;0.014%
7958;68;0.014%
14877;68;0.014%
9041;68;0.014%
5874;68;0.014%
9647;68;0.014%
1543;68;0.014%
985;68;0.014%
8387;68;0.014%
4942;68;0.014%
1611;68;0.014%
12978;68;0.014%
8260;68;0.014%
13515;68;0.014%
11724;68;0.014%
6976;68;0.014%
11024;68;0.014%
4129;68;0.014%
10905;68;0.014%
13801;68;0.014%
14444;68;0.014%
9131;68;0.014%
11256;68;0.014%
12808;68;0.014%
8643;68;0.014%
4842;68;0.014%
7010;68;0.014%
7665;68;0.014%
8607;68;0.014%
4897;68;0.014%
1110;68;0.014%
10121;68;0.014%
12818;68;0.014%
1635;68;0.014%
4006;68;0.014%
5453;68;0.014%
1402;68;0.014%
9302;68;0.014%
12347;68;0.014%
5900;68;0.014%
1597;68;0.014%
8991;68;0.014%
13561;68;0.014%
13570;68;0.014%
8059;68;0.014%
9052;68;0.014%
3939;68;0.014%
8081;68;0.014%
14400;68;0.014%
1043;68;0.014%
2934;68;0.014%
3634;68;0.014%
2432;68;0.014%
9378;68;0.014%
7110;68;0.014%
675;68;0.014%
6724;68;0.014%
6516;68;0.014%
12387;68;0.014%
13095;68;0.014%
8058;68;0.014%
12686;68;0.014%
8315;68;0.014%
13907;68;0.014%
700;68;0.014%
1012;68;0.014%
14690;68;0.014%
14577;68;0.014%
10406;68;0.014%
11182;68;0.014%
5722;68;0.014%
4158;68;0.014%
9130;68;0.014%
9344;68;0.014%
13086;68;0.014%
4080;68;0.014%
7790;68;0.014%
2981;68;0.014%
2256;68;0.014%
10031;68;0.014%
14194;68;0.014%
12293;68;0.014%
11198;68;0.014%
2068;68;0.014%
7729;68;0.014%
13806;68;0.014%
7185;68;0.014%
3357;68;0.014%
12971;68;0.014%
10408;68;0.014%
42;67;0.014%
8624;67;0.014%
6833;67;0.014%
4365;67;0.014%
13074;67;0.014%
14573;67;0.014%
12621;67;0.014%
2554;67;0.014%
2704;67;0.014%
13448;67;0.014%
11470;67;0.014%
785;67;0.014%
13545;67;0.014%
1492;67;0.014%
10321;67;0.014%
2492;67;0.014%
954;67;0.014%
11529;67;0.014%
12673;67;0.014%
13361;67;0.014%
1831;67;0.014%
13908;67;0.014%
13207;67;0.014%
10880;67;0.014%
362;67;0.014%
14392;67;0.014%
3593;67;0.014%
7359;67;0.014%
12003;67;0.014%
1027;67;0.014%
3335;67;0.014%
14613;67;0.014%
14136;67;0.014%
40;67;0.014%
7589;67;0.014%
779;67;0.014%
14470;67;0.014%
970;67;0.014%
699;67;0.014%
264;67;0.014%
6652;67;0.014%
3893;67;0.014%
2060;67;0.014%
13566;67;0.014%
6376;67;0.014%
9906;67;0.014%
4890;67;0.014%
3810;67;0.014%
1240;67;0.014%
11835;67;0.014%
10084;67;0.014%
3913;67;0.014%
14396;67;0.014%
13836;67;0.014%
12367;67;0.014%
11380;67;0.014%
13002;67;0.014%
14916;67;0.014%
12052;67;0.014%
10572;67;0.014%
12164;67;0.014%
10586;67;0.014%
4376;67;0.014%
2066;67;0.014%
4955;67;0.014%
11077;67;0.014%
8344;67;0.014%
6261;67;0.014%
5209;67;0.014%
13589;67;0.014%
4581;67;0.014%
11751;67;0.014%
2781;67;0.014%
14436;67;0.014%
2242;67;0.014%
11481;67;0.014%
8068;67;0.014%
7595;67;0.014%
7811;67;0.014%
7099;67;0.014%
12960;67;0.014%
12197;67;0.014%
695;67;0.014%
948;67;0.014%
3483;67;0.014%
5591;67;0.014%
12099;67;0.014%
1256;67;0.014%
13917;67;0.014%
7090;67;0.014%
4246;67;0.014%
5713;67;0.014%
11693;67;0.014%
7412;67;0.014%
2313;67;0.014%
7838;67;0.014%
13128;67;0.014%
10778;67;0.014%
3545;67;0.014%
10095;67;0.014%
10243;67;0.014%
10634;67;0.014%
8106;67;0.014%
6230;67;0.014%
11942;67;0.014%
4118;66;0.014%
5012;66;0.014%
1138;66;0.014%
5456;66;0.014%
4372;66;0.014%
2372;66;0.014%
14335;66;0.014%
1624;66;0.014%
8232;66;0.014%
6258;66;0.014%
10909;66;0.014%
1023;66;0.014%
5788;66;0.014%
14672;66;0.014%
10673;66;0.014%
8104;66;0.014%
12861;66;0.014%
10815;66;0.014%
6155;66;0.014%
9728;66;0.014%
9991;66;0.014%
14756;66;0.014%
1203;66;0.014%
9067;66;0.014%
3768;66;0.014%
5581;66;0.014%
8402;66;0.014%
12867;66;0.014%
6059;66;0.014%
13608;66;0.014%
12524;66;0.014%
7938;66;0.014%
1686;66;0.014%
2794;66;0.014%
35;66;0.014%
1013;66;0.014%
38;66;0.014%
12015;66;0.014%
11220;66;0.014%
13933;66;0.014%
14763;66;0.014%
6683;66;0.014%
10081;66;0.014%
4048;66;0.014%
11383;66;0.014%
5829;66;0.014%
468;66;0.014%
3473;66;0.014%
2034;66;0.014%
13114;66;0.014%
8027;66;0.014%
1990;66;0.014%
6736;66;0.014%
11120;66;0.014%
13802;66;0.014%
1372;66;0.014%
8298;66;0.014%
14146;66;0.014%
11061;66;0.014%
847;66;0.014%
6010;66;0.014%
3425;66;0.014%
13252;66;0.014%
13171;66;0.014%
11536;66;0.014%
10075;66;0.014%
2838;66;0.014%
10270;66;0.014%
11276;66;0.014%
13512;66;0.014%
334;66;0.014%
8070;66;0.014%
11414;66;0.014%
12203;66;0.014%
4711;66;0.014%
10655;66;0.014%
10776;66;0.014%
13798;66;0.014%
6417;66;0.014%
13803;66;0.014%
13744;66;0.014%
11200;66;0.014%
9267;66;0.014%
1706;66;0.014%
11215;66;0.014%
8418;66;0.014%
1108;66;0.014%
6286;66;0.014%
3145;66;0.014%
5394;66;0.014%
13165;66;0.014%
5589;66;0.014%
13219;66;0.014%
8573;66;0.014%
3943;66;0.014%
8239;66;0.014%
994;66;0.014%
8623;66;0.014%
11132;66;0.014%
4105;66;0.014%
1951;66;0.014%
7682;66;0.014%
5025;66;0.014%
12479;66;0.014%
9438;66;0.014%
13526;66;0.014%
9225;66;0.014%
3890;66;0.014%
8351;66;0.014%
12645;66;0.014%
1505;66;0.014%
1871;66;0.014%
3806;66;0.014%
1905;66;0.014%
1968;66;0.014%
8186;66;0.014%
7845;66;0.014%
12692;66;0.014%
14599;66;0.014%
10671;65;0.013%
12911;65;0.013%
653;65;0.013%
6500;65;0.013%
10521;65;0.013%
2316;65;0.013%
1695;65;0.013%
7896;65;0.013%
9380;65;0.013%
6333;65;0.013%
3897;65;0.013%
12066;65;0.013%
9331;65;0.013%
13640;65;0.013%
9074;65;0.013%
1057;65;0.013%
686;65;0.013%
9984;65;0.013%
2952;65;0.013%
6835;65;0.013%
5584;65;0.013%
5846;65;0.013%
6529;65;0.013%
2237;65;0.013%
14425;65;0.013%
12724;65;0.013%
11131;65;0.013%
7105;65;0.013%
3539;65;0.013%
5968;65;0.013%
9791;65;0.013%
1471;65;0.013%
6482;65;0.013%
8245;65;0.013%
2330;65;0.013%
7740;65;0.013%
9410;65;0.013%
7167;65;0.013%
3168;65;0.013%
5786;65;0.013%
275;65;0.013%
8696;65;0.013%
6248;65;0.013%
13172;65;0.013%
6022;65;0.013%
10948;65;0.013%
9966;65;0.013%
1751;65;0.013%
12315;65;0.013%
9972;65;0.013%
14299;65;0.013%
6703;65;0.013%
13460;65;0.013%
6215;65;0.013%
1629;65;0.013%
9993;65;0.013%
13986;65;0.013%
901;65;0.013%
10969;65;0.013%
9469;65;0.013%
7171;65;0.013%
8331;65;0.013%
9388;65;0.013%
8799;65;0.013%
6465;65;0.013%
9315;65;0.013%
12057;65;0.013%
7876;65;0.013%
12133;65;0.013%
5692;65;0.013%
10333;65;0.013%
13056;65;0.013%
6413;65;0.013%
9268;65;0.013%
600;65;0.013%
11873;65;0.013%
6048;65;0.013%
11826;65;0.013%
12793;65;0.013%
14943;65;0.013%
2593;65;0.013%
12204;65;0.013%
9913;65;0.013%
8937;65;0.013%
6018;65;0.013%
180;65;0.013%
4491;65;0.013%
2176;65;0.013%
10342;65;0.013%
8660;65;0.013%
8841;65;0.013%
14364;65;0.013%
10033;65;0.013%
12119;65;0.013%
6996;65;0.013%
7261;65;0.013%
1651;65;0.013%
8364;65;0.013%
3833;65;0.013%
6956;65;0.013%
2514;65;0.013%
11812;65;0.013%
13869;65;0.013%
8972;65;0.013%
6614;65;0.013%
8110;65;0.013%
10582;65;0.013%
13874;65;0.013%
12886;65;0.013%
3795;65;0.013%
6540;65;0.013%
6515;65;0.013%
8179;65;0.013%
7985;65;0.013%
8713;65;0.013%
6490;65;0.013%
1631;65;0.013%
7048;65;0.013%
2531;65;0.013%
8276;65;0.013%
5727;65;0.013%
4027;65;0.013%
14036;65;0.013%
8160;65;0.013%
10034;65;0.013%
8193;65;0.013%
10801;65;0.013%
4930;65;0.013%
2260;65;0.013%
10949;65;0.013%
1333;65;0.013%
404;65;0.013%
12624;65;0.013%
11797;65;0.013%
1205;64;0.013%
13382;64;0.013%
4008;64;0.013%
3322;64;0.013%
7154;64;0.013%
10207;64;0.013%
13653;64;0.013%
899;64;0.013%
3213;64;0.013%
12860;64;0.013%
9514;64;0.013%
5504;64;0.013%
8257;64;0.013%
6159;64;0.013%
3855;64;0.013%
4680;64;0.013%
9636;64;0.013%
8768;64;0.013%
14632;64;0.013%
1569;64;0.013%
1518;64;0.013%
11177;64;0.013%
14438;64;0.013%
11912;64;0.013%
87;64;0.013%
13641;64;0.013%
6254;64;0.013%
5203;64;0.013%
14375;64;0.013%
8009;64;0.013%
178;64;0.013%
12050;64;0.013%
13916;64;0.013%
7730;64;0.013%
11575;64;0.013%
6297;64;0.013%
8705;64;0.013%
9910;64;0.013%
14514;64;0.013%
3376;64;0.013%
7947;64;0.013%
5981;64;0.013%
9468;64;0.013%
471;64;0.013%
8574;64;0.013%
4850;64;0.013%
6713;64;0.013%
8105;64;0.013%
399;64;0.013%
6181;64;0.013%
9568;64;0.013%
12803;64;0.013%
2954;64;0.013%
8753;64;0.013%
1403;64;0.013%
8317;64;0.013%
14635;64;0.013%
3389;64;0.013%
10303;64;0.013%
668;64;0.013%
8293;64;0.013%
7042;64;0.013%
7690;64;0.013%
8294;64;0.013%
8175;64;0.013%
448;64;0.013%
13559;64;0.013%
2227;64;0.013%
11519;64;0.013%
10697;64;0.013%
12748;64;0.013%
14354;64;0.013%
9298;64;0.013%
2056;64;0.013%
9481;64;0.013%
9467;64;0.013%
9994;64;0.013%
9356;64;0.013%
10625;64;0.013%
9775;64;0.013%
8557;64;0.013%
4323;64;0.013%
8694;64;0.013%
5962;64;0.013%
13871;64;0.013%
8754;64;0.013%
11780;64;0.013%
1772;64;0.013%
11471;64;0.013%
3458;64;0.013%
7130;64;0.013%
7050;64;0.013%
4175;64;0.013%
10593;64;0.013%
9680;64;0.013%
6213;64;0.013%
8567;64;0.013%
11510;64;0.013%
10792;64;0.013%
12991;64;0.013%
9470;64;0.013%
6474;64;0.013%
2817;64;0.013%
12746;64;0.013%
927;64;0.013%
11860;64;0.013%
3406;63;0.013%
13683;63;0.013%
12179;63;0.013%
1252;63;0.013%
3103;63;0.013%
6387;63;0.013%
14494;63;0.013%
3991;63;0.013%
7711;63;0.013%
13329;63;0.013%
12915;63;0.013%
10355;63;0.013%
3551;63;0.013%
9487;63;0.013%
11903;63;0.013%
1721;63;0.013%
8765;63;0.013%
884;63;0.013%
8661;63;0.013%
10809;63;0.013%
12526;63;0.013%
8020;63;0.013%
8133;63;0.013%
12249;63;0.013%
3611;63;0.013%
14629;63;0.013%
7565;63;0.013%
11258;63;0.013%
2563;63;0.013%
8676;63;0.013%
5990;63;0.013%
7942;63;0.013%
9755;63;0.013%
7287;63;0.013%
9182;63;0.013%
2826;63;0.013%
10708;63;0.013%
3393;63;0.013%
5805;63;0.013%
5873;63;0.013%
1619;63;0.013%
13254;63;0.013%
5861;63;0.013%
13664;63;0.013%
14936;63;0.013%
12682;63;0.013%
12441;63;0.013%
6101;63;0.013%
14675;63;0.013%
3827;63;0.013%
14403;63;0.013%
12190;63;0.013%
550;63;0.013%
3549;63;0.013%
8241;63;0.013%
10785;63;0.013%
5969;63;0.013%
9402;63;0.013%
2784;63;0.013%
12852;63;0.013%
14359;63;0.013%
9398;63;0.013%
9619;63;0.013%
888;63;0.013%
1576;63;0.013%
7744;63;0.013%
6744;63;0.013%
4338;63;0.013%
6473;63;0.013%
4832;63;0.013%
8398;63;0.013%
7866;63;0.013%
8832;63;0.013%
2359;63;0.013%
8934;63;0.013%
9868;63;0.013%
6303;63;0.013%
8659;63;0.013%
2293;63;0.013%
870;63;0.013%
8995;63;0.013%
12680;63;0.013%
8165;63;0.013%
11803;63;0.013%
2139;63;0.013%
9761;63;0.013%
919;63;0.013%
14018;63;0.013%
13269;63;0.013%
12271;63;0.013%
5838;63;0.013%
12763;63;0.013%
7689;63;0.013%
9895;63;0.013%
11173;63;0.013%
1238;63;0.013%
2405;63;0.013%
8816;63;0.013%
11924;63;0.013%
9300;63;0.013%
3507;63;0.013%
10359;63;0.013%
12172;63;0.013%
3204;63;0.013%
6752;63;0.013%
3631;63;0.013%
13580;63;0.013%
13553;63;0.013%
11441;63;0.013%
12908;63;0.013%
1407;63;0.013%
8553;63;0.013%
8746;63;0.013%
4000;63;0.013%
4386;63;0.013%
9206;63;0.013%
883;63;0.013%
12302;63;0.013%
2421;63;0.013%
3809;63;0.013%
12691;63;0.013%
12285;63;0.013%
6369;63;0.013%
11350;63;0.013%
14532;63;0.013%
10724;63;0.013%
12280;63;0.013%
12486;63;0.013%
8060;63;0.013%
14394;63;0.013%
12260;63;0.013%
1623;63;0.013%
1982;63;0.013%
767;63;0.013%
9;63;0.013%
2703;63;0.013%
9854;63;0.013%
6637;63;0.013%
9918;63;0.013%
6416;62;0.013%
5002;62;0.013%
6384;62;0.013%
7788;62;0.013%
1794;62;0.013%
6643;62;0.013%
562;62;0.013%
2133;62;0.013%
7661;62;0.013%
10808;62;0.013%
3013;62;0.013%
9383;62;0.013%
9784;62;0.013%
3620;62;0.013%
10898;62;0.013%
5796;62;0.013%
13046;62;0.013%
1411;62;0.013%
6512;62;0.013%
7939;62;0.013%
14849;62;0.013%
13403;62;0.013%
8871;62;0.013%
12232;62;0.013%
7332;62;0.013%
3718;62;0.013%
4241;62;0.013%
240;62;0.013%
6214;62;0.013%
9684;62;0.013%
11438;62;0.013%
14237;62;0.013%
10844;62;0.013%
12102;62;0.013%
1332;62;0.013%
9309;62;0.013%
1738;62;0.013%
12423;62;0.013%
2449;62;0.013%
7530;62;0.013%
6926;62;0.013%
14827;62;0.013%
5694;62;0.013%
12439;62;0.013%
10230;62;0.013%
1707;62;0.013%
5834;62;0.013%
9251;62;0.013%
9707;62;0.013%
6235;62;0.013%
10294;62;0.013%
7705;62;0.013%
12823;62;0.013%
4152;62;0.013%
107;62;0.013%
7961;62;0.013%
3326;62;0.013%
2221;62;0.013%
1718;62;0.013%
4610;62;0.013%
11091;62;0.013%
8025;62;0.013%
6171;62;0.013%
3006;62;0.013%
11850;62;0.013%
9801;62;0.013%
6454;62;0.013%
12575;62;0.013%
7197;62;0.013%
9060;62;0.013%
9515;62;0.013%
10318;62;0.013%
3677;62;0.013%
8500;62;0.013%
6242;62;0.013%
9859;62;0.013%
11958;62;0.013%
4216;62;0.013%
8131;62;0.013%
10740;62;0.013%
7157;62;0.013%
10701;62;0.013%
3340;62;0.013%
8578;62;0.013%
10156;62;0.013%
13648;62;0.013%
5691;62;0.013%
159;62;0.013%
3142;62;0.013%
12909;62;0.013%
6201;62;0.013%
9697;62;0.013%
5393;62;0.013%
6198;62;0.013%
14222;62;0.013%
7862;62;0.013%
10647;62;0.013%
9421;62;0.013%
2154;62;0.013%
2707;62;0.013%
7654;62;0.013%
5585;62;0.013%
11064;62;0.013%
12780;62;0.013%
1243;62;0.013%
8206;62;0.013%
4898;62;0.013%
2608;62;0.013%
8710;62;0.013%
9399;62;0.013%
3418;62;0.013%
10233;62;0.013%
12893;62;0.013%
3021;62;0.013%
12700;62;0.013%
7748;62;0.013%
8306;62;0.013%
3043;62;0.013%
12930;62;0.013%
8838;62;0.013%
10041;62;0.013%
8222;62;0.013%
7134;62;0.013%
10895;62;0.013%
1442;61;0.013%
1464;61;0.013%
9685;61;0.013%
6831;61;0.013%
5269;61;0.013%
13429;61;0.013%
14468;61;0.013%
10517;61;0.013%
8084;61;0.013%
